Name,Symbol,Industry,SubIndustry,SandP,Dow,Country,Region
ING Groep N.V.,ING,Financials,Life Insurance,NO,NO,Netherlands,Europe
Summit Hotel Properties Inc.,INN,Financials,undefined,NO,NO,United States,United States
World Fuel Services Corp.,INT,Industrials,Transportation Services,NO,NO,United States,United States
InvenSense Inc.,INVN,Technology,undefined,NO,NO,United States,United States
InterXion Holding N.V.,INXN,Technology,undefined,NO,NO,United States,United States
ION Geophysical Corp.,IO,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
International Paper Co.,IP,Basic Materials,Paper,YES,NO,United States,United States
Interpublic Group of Cos.,IPG,Consumer Services,Media Agencies,YES,NO,United States,United States
Inphi Corp.,IPHI,Technology,undefined,NO,NO,United States,United States
Intrepid Potash Inc.,IPI,Basic Materials,Nonferrous Metals,NO,NO,United States,United States
Ingersoll-Rand Co. Ltd.,IR,Industrials,Industrial Machinery,NO,NO,United States,United States
Inland Real Estate Corp.,IRC,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Governor & Co. of the Bank of Ireland,IRE,Financials,Banks,NO,NO,Ireland,Europe
International Rectifier Corp.,IRF,Technology,Semiconductors,NO,NO,United States,United States
Iron Mountain Inc.,IRM,Industrials,Business Support Services,YES,NO,United States,United States
IRSA-Inversiones y Representaciones S.A. GDS,IRS,Financials,Real Estate Holding and Development,NO,NO,Argentina,Latin America
International Shipholding Corp.,ISH,Industrials,Marine Transportation,NO,NO,United States,United States
iSoftStone Holdings Ltd.,ISS,Technology,undefined,NO,NO,China,Asia-Pacific
Gartner Inc.,IT,Technology,Computer Services,NO,NO,United States,United States
ITC Holdings Corp.,ITC,Utilities,Conventional Electricity,NO,NO,United States,United States
Investment Technology Group Inc.,ITG,Financials,Investment Services,NO,NO,United States,United States
ITT Corp.,ITT,Industrials,Diversified Industrials,YES,NO,United States,United States
Illinois Tool Works Inc.,ITW,Industrials,Industrial Machinery,YES,NO,United States,United States
Invacare Corp.,IVC,Health Care,Medical Equipment,NO,NO,United States,United States
Ivanhoe Mines Ltd.,IVN,Basic Materials,Nonferrous Metals,NO,NO,Canada,Canada
Invesco Mortgage Capital Inc.,IVR,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
INVESCO Ltd.,IVZ,Financials,Asset Managers,YES,NO,United States,United States
Orix Corp.,IX,Financials,Specialty Finance,NO,NO,Japan,Asia-Pacific
Jaguar Mining Inc.,JAG,Basic Materials,Gold Mining,NO,NO,Canada,Canada
Jarden Corp.,JAH,Consumer Goods,Durable Household Products,NO,NO,United States,United States
Jabil Circuit Inc.,JBL,Industrials,Electrical Components and Equipment,YES,NO,United States,United States
John Bean Technologies Corp.,JBT,Industrials,Industrial Machinery,NO,NO,United States,United States
Johnson Controls Inc.,JCI,Consumer Goods,Auto Parts,YES,NO,United States,United States
J.C. Penney Co. Inc.,JCP,Consumer Services,Broadline Retailers,NO,NO,United States,United States
Jacobs Engineering Group Inc.,JEC,Industrials,Heavy Construction,YES,NO,United States,United States
Jefferies Group Inc.,JEF,Financials,Investment Services,NO,NO,United States,United States
JinkoSolar Holding Co. Ltd.,JKS,Oil and Gas,undefined,NO,NO,China,Asia-Pacific
Jones Lang LaSalle Inc.,JLL,Financials,Real Estate Services,NO,NO,United States,United States
JMP Group Corp.,JMP,Financials,Investment Services,NO,NO,United States,United States
Johnson & Johnson,JNJ,Health Care,Pharmaceuticals,YES,YES,United States,United States
Juniper Networks Inc.,JNPR,Technology,Telecommunications Equipment,YES,NO,United States,United States
Janus Capital Group Inc.,JNS,Financials,Asset Managers,YES,NO,United States,United States
Jones Apparel Group Inc.,JNY,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
St. Joe Co.,JOE,Financials,Real Estate Holding and Development,NO,NO,United States,United States
Joy Global Inc.,JOY,Industrials,undefined,NO,NO,United States,United States
JPMorgan Chase & Co.,JPM,Financials,Banks,YES,YES,United States,United States
Journal Communications Inc. Cl A,JRN,Consumer Services,Publishing,NO,NO,United States,United States
John Wiley & Sons Inc. Cl A,JW-A,Consumer Services,Publishing,NO,NO,United States,United States
John Wiley & Sons Inc. Cl B,JW-B,Consumer Services,Publishing,NO,NO,United States,United States
Nordstrom Inc.,JWN,Consumer Services,Apparel Retailers,YES,NO,United States,United States
Kellogg Co.,K,Consumer Goods,Food Products,YES,NO,United States,United States
Kadant Inc.,KAI,Industrials,Industrial Machinery,NO,NO,United States,United States
KAR Auction Services Inc.,KAR,Consumer Services,Retail,NO,NO,United States,United States
KB Financial Group Inc.,KB,Financials,Banks,NO,NO,South Korea,Asia-Pacific
KB Home,KBH,Consumer Goods,Home Construction,YES,NO,United States,United States
KBR Inc.,KBR,Industrials,Heavy Construction,NO,NO,United States,United States
KBW Inc.,KBW,Financials,Investment Services,NO,NO,United States,United States
Knight Capital Group Inc. Cl A,KCG,Financials,undefined,NO,NO,United States,United States
Kenneth Cole Productions Inc. Cl A,KCP,Consumer Goods,Footwear,NO,NO,United States,United States
Kaydon Corp.,KDN,Industrials,Industrial Machinery,NO,NO,United States,United States
Key Energy Services Inc.,KEG,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Kemet Corp.,KEM,Industrials,undefined,NO,NO,United States,United States
Korea Electric Power Corp.,KEP,Utilities,Conventional Electricity,NO,NO,South Korea,Asia-Pacific
Kirby Corp.,KEX,Industrials,Marine Transportation,NO,NO,United States,United States
KeyCorp,KEY,Financials,Banks,YES,NO,United States,United States
Kingsway Financial Services Inc.,KFS,Financials,Property and Casualty Insurance,NO,NO,Canada,Canada
Kraft Foods Inc. Cl A,KFT,Consumer Goods,Food Products,YES,YES,United States,United States
Korn-Ferry International,KFY,Industrials,Business Training and Employment Agencies,NO,NO,United States,United States
Kinross Gold Corp.,KGC,Basic Materials,Gold Mining,NO,NO,Canada,Canada
China Kanghui Holdings,KH,Health Care,undefined,NO,NO,China,Asia-Pacific
Kid Brands Inc.,KID,Consumer Goods,Durable Household Products,NO,NO,United States,United States
Kimco Realty Corp.,KIM,Financials,Retail Real Estate Investment Trusts,YES,NO,United States,United States
Krispy Kreme Doughnuts Inc.,KKD,Consumer Services,Restaurants and Bars,NO,NO,United States,United States
Kimberly-Clark Corp.,KMB,Consumer Goods,Personal Products,YES,NO,United States,United States
Kinder Morgan Inc.,KMI,Oil and Gas,undefined,NO,NO,United States,United States
Kemper Corp.,KMPR,Financials,undefined,NO,NO,United States,United States
Kennametal Inc.,KMT,Industrials,Industrial Machinery,NO,NO,United States,United States
CarMax Inc.,KMX,Consumer Services,Specialty Retailers,NO,NO,United States,United States
Kindred Healthcare Inc.,KND,Health Care,Health Care Providers,NO,NO,United States,United States
Knoll Inc.,KNL,Consumer Goods,Furnishings,NO,NO,United States,United States
Konami Corp.,KNM,Consumer Goods,Toys,NO,NO,Japan,Asia-Pacific
Knight Transportation Inc.,KNX,Industrials,Trucking,NO,NO,United States,United States
Kenexa Corp.,KNXA,Technology,undefined,NO,NO,United States,United States
Coca-Cola Co.,KO,Consumer Goods,Soft Drinks,YES,YES,United States,United States
Coca-Cola Femsa S.A.B. de C.V.,KOF,Consumer Goods,Soft Drinks,NO,NO,Mexico,Latin America
Kodiak Oil & Gas Corp.,KOG,Oil and Gas,undefined,NO,NO,United States,United States
Koppers Holdings Inc.,KOP,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Michael Kors Holdings Ltd.,KORS,Consumer Goods,undefined,NO,NO,Hong Kong,Asia-Pacific
Kosmos Energy Ltd.,KOS,Oil and Gas,undefined,NO,NO,United States,United States
Kroger Co.,KR,Consumer Services,Food Retailers and Wholesalers,YES,NO,United States,United States
Kraton Performance Polymers Inc.,KRA,Basic Materials,Chemicals,NO,NO,United States,United States
Kilroy Realty Corp.,KRC,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States
Kite Realty Group Trust,KRG,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Kronos Worldwide Inc.,KRO,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
KapStone Paper and Packaging Corporation,KS,Basic Materials,Paper,NO,NO,United States,United States
Kohl's Corp.,KSS,Consumer Services,Apparel Retailers,YES,NO,United States,United States
Kansas City Southern,KSU,Industrials,Railroads,NO,NO,United States,United States
KT Corporation,KT,Telecommunications,Fixed Line Telecommunications,NO,NO,South Korea,Asia-Pacific
Kubota Corp.,KUB,Industrials,Commerical Vehicles and Trucks,NO,NO,Japan,Asia-Pacific
K-V Pharmaceutical Co. Cl A,KV-A,Health Care,Pharmaceuticals,NO,NO,United States,United States
K-V Pharmaceutical Co. Cl B,KV-B,Health Care,Pharmaceuticals,NO,NO,United States,United States
Kennedy-Wilson Holdings Inc.,KW,Financials,undefined,NO,NO,United States,United States
Quicksilver Resources Inc.,KWK,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Quaker Chemical Corp.,KWR,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Kyocera Corp.,KYO,Industrials,Electronic Equipment,NO,NO,Japan,Asia-Pacific
Loews Corp.,L,Financials,Property and Casualty Insurance,YES,NO,United States,United States
Lithia Motors Inc. Cl A,LAD,Consumer Services,Specialty Retailers,NO,NO,United States,United States
Lentuo International Inc.,LAS,Consumer Services,undefined,NO,NO,China,Asia-Pacific
Lazard Ltd.,LAZ,Financials,Investment Services,NO,NO,United States,United States
US Airways Group Inc.,LCC,Consumer Services,Airlines,NO,NO,United States,United States
LDK Solar Co. Ltd.,LDK,Oil and Gas,Renewable Energy Equipment,NO,NO,China,Asia-Pacific
Lydall Inc.,LDL,Industrials,Industrial Machinery,NO,NO,United States,United States
Landauer Inc.,LDR,Industrials,Electronic Equipment,NO,NO,United States,United States
Lear Corp.,LEA,Consumer Goods,Auto Parts,NO,NO,United States,United States
Leggett & Platt Inc.,LEG,Consumer Goods,Furnishings,YES,NO,United States,United States
Lennar Corp. Cl A,LEN,Consumer Goods,Home Construction,YES,NO,United States,United States
Lennar Corp. Cl B,LEN-B,Consumer Goods,Home Construction,NO,NO,United States,United States
LeapFrog Enterprises Inc. Cl A,LF,Consumer Goods,Toys,NO,NO,United States,United States
China Life Insurance Co. Ltd.,LFC,Financials,Life Insurance,NO,NO,China,Asia-Pacific
LAN Airlines S.A.,LFL,Consumer Services,Airlines,NO,NO,Chile,Latin America
Laclede Group Inc.,LG,Utilities,Gas Distribution,NO,NO,United States,United States
Lions Gate Entertainment Corp.,LGF,Consumer Services,Broadcasting and Entertainment,NO,NO,Canada,Canada
Laboratory Corp. of America Holdings,LH,Health Care,Health Care Providers,YES,NO,United States,United States
LaSalle Hotel Properties,LHO,Financials,Hotel and Lodging Real Estate Investment Trusts,NO,NO,United States,United States
Lennox International Inc.,LII,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Liz Claiborne Inc.,LIZ,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
Lumber Liquidators Inc.,LL,Consumer Services,Home Improvement Retailers,NO,NO,United States,United States
L-3 Communications Holdings Inc.,LLL,Industrials,Defense,YES,NO,United States,United States
Eli Lilly & Co.,LLY,Health Care,Pharmaceuticals,NO,NO,United States,United States
Legg Mason Inc.,LM,Financials,Investment Services,YES,NO,United States,United States
Lockheed Martin Corp.,LMT,Industrials,Defense,YES,NO,United States,United States
Lincoln National Corp.,LNC,Financials,Life Insurance,YES,NO,United States,United States
LinkedIn Corp. Cl A,LNKD,Industrials,undefined,NO,NO,United States,United States
Lindsay Corp.,LNN,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Alliant Energy Corp.,LNT,Utilities,Conventional Electricity,NO,NO,United States,United States
Lorillard Inc.,LO,Consumer Goods,Tobacco,YES,NO,United States,United States
Lowe's Cos.,LOW,Consumer Services,Home Improvement Retailers,YES,NO,United States,United States
Laredo Petroleum Holdings Inc.,LPI,Oil and Gas,undefined,NO,NO,United States,United States
LG Display Co. Ltd.,LPL,Technology,Computer Hardware,NO,NO,South Korea,Asia-Pacific
Lone Pine Resources Inc.,LPR,Oil and Gas,undefined,NO,NO,United States,United States
Lender Processing Services Inc.,LPS,Industrials,Financial Administration,NO,NO,United States,United States
Louisiana-Pacific Corp.,LPX,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
K12 Inc.,LRN,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States
Liberty Property Trust,LRY,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States
CapLease Inc.,LSE,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States
LSI Corp.,LSI,Technology,Semiconductors,YES,NO,United States,United States
LTC Properties Inc.,LTC,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States
Limited Brands Inc.,LTD,Consumer Services,Apparel Retailers,YES,NO,United States,United States
Life Time Fitness Inc.,LTM,Consumer Services,Recreational Services,NO,NO,United States,United States
Luby's Inc.,LUB,Consumer Services,Restaurants and Bars,NO,NO,United States,United States
Leucadia National Corp.,LUK,Telecommunications,Fixed Line Telecommunications,YES,NO,United States,United States
Southwest Airlines Co.,LUV,Consumer Services,Airlines,YES,NO,United States,United States
Luxottica Group S.p.A.,LUX,Consumer Goods,Clothing and Accessories,NO,NO,Italy,Europe
Steinway Musical Instruments Inc.,LVB,Consumer Goods,Recreational Products,NO,NO,United States,United States
Level 3 Communications Inc.,LVLT,Telecommunications,undefined,NO,NO,United States,United States
Las Vegas Sands Corp.,LVS,Consumer Services,Gambling,NO,NO,United States,United States
Lexmark International Inc.,LXK,Technology,Computer Hardware,YES,NO,United States,United States
Lexington Realty Trust,LXP,Financials,Diversified Real Estate Investment Trusts,NO,NO,United States,United States
LSB Industries Inc.,LXU,Basic Materials,Commodity Chemicals,NO,NO,United States,United States
LyondellBasell Industries N.V. Cl A,LYB,Basic Materials,undefined,NO,NO,United States,United States
Lloyds Banking Group PLC,LYG,Financials,Banks,NO,NO,United Kingdom,Europe
Live Nation Inc.,LYV,Consumer Services,Recreational Services,NO,NO,United States,United States
La-Z-Boy Inc.,LZB,Consumer Goods,Furnishings,NO,NO,United States,United States
Macy's Inc.,M,Consumer Services,Broadline Retailers,YES,NO,United States,United States
MasterCard Inc. Cl A,MA,Financials,Consumer Finance,YES,NO,United States,United States
Mid-America Apartment Communities Inc.,MAA,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States
Macerich Co.,MAC,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Manpower Inc.,MAN,Industrials,Business Training and Employment Agencies,NO,NO,United States,United States
Marriott International Inc. Cl A,MAR,Consumer Services,Hotels,YES,NO,United States,United States
Masco Corp.,MAS,Industrials,Building Materials and Fixtures,YES,NO,United States,United States
MBIA Inc.,MBI,Financials,Property and Casualty Insurance,YES,NO,United States,United States
Mobile Telesystems,MBT,Telecommunications,Mobile Telecommunications,NO,NO,Russia,Asia-Pacific
McDonald's Corp.,MCD,Consumer Services,Restaurants and Bars,YES,YES,United States,United States
McKesson Corp.,MCK,Consumer Services,Drug Retailers,YES,NO,United States,United States
Moody's Corp.,MCO,Financials,Specialty Finance,YES,NO,United States,United States
Molycorp Inc.,MCP,Basic Materials,undefined,NO,NO,United States,United States
Marcus Corp.,MCS,Consumer Services,Hotels,NO,NO,United States,United States
Mercury General Corp.,MCY,Financials,Property and Casualty Insurance,NO,NO,United States,United States
Mednax Inc.,MD,Health Care,Health Care Providers,NO,NO,United States,United States
M.D.C. Holdings Inc.,MDC,Consumer Goods,Home Construction,NO,NO,United States,United States
Metropolitan Health Networks Inc.,MDF,Health Care,undefined,NO,NO,United States,United States
Meredith Corp.,MDP,Consumer Services,Publishing,YES,NO,United States,United States
McDermott International Inc.,MDR,Industrials,Heavy Construction,NO,NO,United States,United States
Midas Inc.,MDS,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States
Medtronic Inc.,MDT,Health Care,Medical Equipment,YES,NO,United States,United States
MDU Resources Group Inc.,MDU,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Medifast Inc.,MED,Consumer Goods,Food Products,NO,NO,United States,United States
Media General Inc. Cl A,MEG,Consumer Services,Publishing,NO,NO,United States,United States
Methode Electronics Inc.,MEI,Industrials,Electrical Components and Equipment,NO,NO,United States,United States
MetLife Inc.,MET,Financials,Life Insurance,YES,NO,United States,United States
MFA Financial Inc.,MFA,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
Maidenform Brands Inc.,MFB,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
Manulife Financial Corp.,MFC,Financials,Life Insurance,NO,NO,Canada,Canada
Mizuho Financial Group Inc.,MFG,Financials,Banks,NO,NO,Japan,Asia-Pacific
Mistras Group Inc.,MG,Industrials,Business Support Services,NO,NO,United States,United States
Magna International Inc. Cl A Sub Vtg,MGA,Consumer Goods,Auto Parts,NO,NO,Canada,Canada
MoneyGram International Inc.,MGI,Financials,Consumer Finance,NO,NO,United States,United States
MGM MIRAGE,MGM,Consumer Services,Gambling,NO,NO,United States,United States
Mohawk Industries Inc.,MHK,Consumer Goods,Furnishings,NO,NO,United States,United States
M-I Homes Inc.,MHO,Consumer Goods,Home Construction,NO,NO,United States,United States
McGraw-Hill Cos.,MHP,Consumer Services,Publishing,YES,NO,United States,United States
Magnum Hunter Resources Corp.,MHR,Oil and Gas,undefined,NO,NO,United States,United States
Medco Health Solutions Inc.,MHS,Health Care,Health Care Providers,YES,NO,United States,United States
Meadowbrook Insurance Group Inc.,MIG,Financials,Property and Casualty Insurance,NO,NO,United States,United States
MFC Industrial Ltd.,MIL,Basic Materials,undefined,NO,NO,Canada,Canada
Miller Energy Resources Inc.,MILL,Oil and Gas,undefined,NO,NO,United States,United States
MI Developments Inc. Cl A,MIM,Financials,Real Estate Holding and Development,NO,NO,Canada,Canada
AG Mortgage Investment Trust Inc.,MITT,Financials,undefined,NO,NO,United States,United States
Mead Johnson Nutrition Co. CL A,MJN,Consumer Goods,Food Products,NO,NO,United States,United States
McCormick & Co. Inc.,MKC,Consumer Goods,Food Products,YES,NO,United States,United States
McCormick & Co. Inc. Com. Vtg.,MKC-V,Consumer Goods,Food Products,NO,NO,United States,United States
Markel Corp.,MKL,Financials,Property and Casualty Insurance,NO,NO,United States,United States
Mueller Industries Inc.,MLI,Industrials,Industrial Machinery,NO,NO,United States,United States
Martin Marietta Materials Inc.,MLM,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Maui Land & Pineapple Co. Inc.,MLP,Financials,Real Estate Holding and Development,NO,NO,United States,United States
Miller Industries Inc.,MLR,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Marsh & McLennan Cos.,MMC,Financials,Insurance Brokers,YES,NO,United States,United States
Motorola Mobility Holdings Inc.,MMI,Technology,undefined,NO,NO,United States,United States
3M Company,MMM,Industrials,Diversified Industrials,YES,YES,United States,United States
McMoRan Exploration Co.,MMR,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Maximus Inc.,MMS,Technology,Computer Services,NO,NO,United States,United States
Manning & Napier Inc.,MN,Financials,undefined,NO,NO,United States,United States
McClatchy Co. Cl A,MNI,Consumer Services,Publishing,NO,NO,United States,United States
Monmouth Real Estate Investment Corp. Cl A,MNR,Financials,undefined,NO,NO,United States,United States
Altria Group Inc.,MO,Consumer Goods,Tobacco,YES,NO,United States,United States
Modine Manufacturing Co.,MOD,Consumer Goods,Auto Parts,NO,NO,United States,United States
Moog Inc. Cl A,MOG-A,Industrials,Aerospace,NO,NO,United States,United States
Moog Inc. Cl B,MOG-B,Industrials,Aerospace,NO,NO,United States,United States
Molina Healthcare Inc.,MOH,Health Care,Health Care Providers,NO,NO,United States,United States
Monsanto Co.,MON,Consumer Goods,Farming and Fishing,YES,NO,United States,United States
Mosaic Co.,MOS,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Movado Group Inc.,MOV,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
Marathon Petroleum Corp.,MPC,Oil and Gas,undefined,NO,NO,United States,United States
Maguire Properties Inc.,MPG,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States
Met-Pro Corp.,MPR,Industrials,Industrial Machinery,NO,NO,United States,United States
Medical Properties Trust Inc.,MPW,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States
Marine Products Corp.,MPX,Consumer Goods,Recreational Products,NO,NO,United States,United States
Mindray Medical International Ltd.,MR,Health Care,Medical Equipment,NO,NO,China,Asia-Pacific
Montpelier Re Holdings Ltd.,MRH,Financials,Reinsurance,NO,NO,United States,United States
Merck & Co. Inc.,MRK,Health Care,Pharmaceuticals,YES,YES,United States,United States
Marathon Oil Corp.,MRO,Oil and Gas,Integrated Oil and Gas,YES,NO,United States,United States
Morton's Restaurant Group Inc.,MRT,Consumer Services,Restaurants and Bars,NO,NO,United States,United States
Medicis Pharmaceutical Corp.,MRX,Health Care,Pharmaceuticals,NO,NO,United States,United States
Morgan Stanley,MS,Financials,Investment Services,YES,NO,United States,United States
Mine Safety Appliances Co.,MSA,Industrials,Industrial Machinery,NO,NO,United States,United States
MSCI Inc. Cl A,MSCI,Financials,undefined,NO,NO,United States,United States
Motorola Solutions Inc.,MSI,Technology,undefined,NO,NO,United States,United States
MSC Industrial Direct Co.,MSM,Industrials,Industrial Suppliers,NO,NO,United States,United States
Martha Stewart Living Omnimedia Inc.,MSO,Consumer Services,Publishing,NO,NO,United States,United States
ArcelorMittal,MT,Basic Materials,Iron and Steel,NO,NO,France,Europe
M&T Bank Corp.,MTB,Financials,Banks,YES,NO,United States,United States
Mettler-Toledo International Inc.,MTD,Industrials,Electronic Equipment,NO,NO,United States,United States
Mahanagar Telephone Nigam Ltd.,MTE,Telecommunications,Fixed Line Telecommunications,NO,NO,India,Asia-Pacific
MGIC Investment Corp.,MTG,Financials,Mortgage Finance,NO,NO,United States,United States
Meritage Homes Corp.,MTH,Consumer Goods,Home Construction,NO,NO,United States,United States
Mechel OAO,MTL,Basic Materials,Iron and Steel,NO,NO,Russia,Asia-Pacific
Vail Resorts Inc.,MTN,Consumer Services,Hotels,NO,NO,United States,United States
Meritor Inc.,MTOR,Industrials,undefined,NO,NO,United States,United States
Materion Corp.,MTRN,Industrials,undefined,NO,NO,United States,United States
Mitsubishi UFJ Financial Group Inc.,MTU,Financials,Banks,NO,NO,Japan,Asia-Pacific
Manitowoc Co.,MTW,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Minerals Technologies Inc.,MTX,Basic Materials,Commodity Chemicals,NO,NO,United States,United States
MasTec Inc.,MTZ,Technology,Telecommunications Equipment,NO,NO,United States,United States
Murphy Oil Corp.,MUR,Oil and Gas,Integrated Oil and Gas,YES,NO,United States,United States
Metals USA Holdings Corp.,MUSA,Basic Materials,undefined,NO,NO,United States,United States
Men's Wearhouse Inc.,MW,Consumer Services,Apparel Retailers,NO,NO,United States,United States
Mueller Water Products Inc.,MWA,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
MeadWestvaco Corp.,MWV,Industrials,Containers and Packaging,YES,NO,United States,United States
Monster Worldwide Inc.,MWW,Industrials,Business Training and Employment Agencies,YES,NO,United States,United States
MagnaChip Semiconductor Corp.,MX,Technology,undefined,NO,NO,United States,United States
MaxLinear Inc.,MXL,Technology,undefined,NO,NO,United States,United States
Maxcom Telecomunicaciones S.A.B. de C.V.,MXT,Telecommunications,Fixed Line Telecommunications,NO,NO,Mexico,Latin America
China Ming Yang Wind Power Group Ltd.,MY,Oil and Gas,undefined,NO,NO,China,Asia-Pacific
Myers Industries Inc.,MYE,Industrials,Containers and Packaging,NO,NO,United States,United States
NetSuite Inc.,N,Technology,Software,NO,NO,United States,United States
Nordic American Tanker Shipping Ltd.,NAT,Industrials,Marine Transportation,NO,NO,United States,United States
Navistar International Corp.,NAV,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
National Bank of Greece S.A.,NBG,Financials,Banks,NO,NO,Greece,Europe
Noble Energy Inc.,NBL,Oil and Gas,Exploration and Production,YES,NO,United States,United States
Nabors Industries Ltd.,NBR,Oil and Gas,Oil Equipment and Services,YES,NO,United States,United States
NACCO Industries Inc. Cl A,NC,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Navigant Consulting Inc.,NCI,Industrials,Business Support Services,NO,NO,United States,United States
NCR Corp.,NCR,Technology,Computer Hardware,NO,NO,United States,United States
NCI Building Systems Inc.,NCS,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Newcastle Investment Corp.,NCT,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
99 Cents Only Stores,NDN,Consumer Services,Specialty Retailers,NO,NO,United States,United States
Nordion Inc.,NDZ,Health Care,undefined,NO,NO,Canada,Canada
Noble Corp.,NE,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Noah Education Holdings Ltd.,NED,Consumer Goods,Consumer Electronics,NO,NO,China,Asia-Pacific
NextEra Energy Inc.,NEE,Utilities,undefined,NO,NO,United States,United States
Newmont Mining Corp.,NEM,Basic Materials,Gold Mining,YES,NO,United States,United States
NewMarket Corp.,NEU,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
National Fuel Gas Co.,NFG,Utilities,Gas Distribution,NO,NO,United States,United States
National Financial Partners Corp.,NFP,Financials,Asset Managers,NO,NO,United States,United States
Newfield Exploration Co.,NFX,Oil and Gas,Exploration and Production,NO,NO,United States,United States
National Grid PLC,NGG,Utilities,Multiutilities,NO,NO,United Kingdom,Europe
Natural Gas Services Group Inc.,NGS,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
National Health Investors Inc.,NHI,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States
NiSource Inc.,NI,Utilities,Gas Distribution,YES,NO,United States,United States
Nidec Corp.,NJ,Industrials,Electrical Components and Equipment,NO,NO,Japan,Asia-Pacific
New Jersey Resources Corp.,NJR,Utilities,Gas Distribution,NO,NO,United States,United States
Nike Inc. Cl B,NKE,Consumer Goods,Footwear,YES,NO,United States,United States
NL Industries Inc.,NL,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Nautilus Inc.,NLS,Consumer Goods,Recreational Products,NO,NO,United States,United States
Nielsen Holdings N.V.,NLSN,Consumer Services,undefined,NO,NO,United States,United States
Annaly Capital Management Inc.,NLY,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
Navios Maritime Holdings Inc.,NM,Industrials,Marine Transportation,NO,NO,Greece,Europe
Nomura Holdings Inc.,NMR,Financials,Investment Services,NO,NO,Japan,Asia-Pacific
Nelnet Inc. Cl A,NNI,Financials,Consumer Finance,NO,NO,United States,United States
National Retail Properties Inc.,NNN,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
North American Energy Partners Inc.,NOA,Industrials,Heavy Construction,NO,NO,Canada,Canada
Noah Holdings Ltd.,NOAH,Financials,undefined,NO,NO,China,Asia-Pacific
Northrop Grumman Corp.,NOC,Industrials,Defense,YES,NO,United States,United States
Nokia Corp.,NOK,Technology,Telecommunications Equipment,NO,NO,Finland,Europe
Noranda Aluminum Holding Corp.,NOR,Basic Materials,undefined,NO,NO,United States,United States
National Oilwell Varco Inc.,NOV,Oil and Gas,Oil Equipment and Services,YES,NO,United States,United States
Neenah Paper Inc.,NP,Basic Materials,Paper,NO,NO,United States,United States
China Nepstar Chain Drugstore Ltd.,NPD,Consumer Services,Drug Retailers,NO,NO,China,Asia-Pacific
National Presto Industries Inc.,NPK,Consumer Goods,Durable Household Products,NO,NO,United States,United States
EnPro Industries Inc.,NPO,Industrials,Industrial Machinery,NO,NO,United States,United States
NeoPhotonics Corp.,NPTN,Technology,undefined,NO,NO,United States,United States
NetQin Mobile Inc.,NQ,Technology,undefined,NO,NO,China,Asia-Pacific
Newpark Resources Inc.,NR,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
