Name,Symbol,Industry,SubIndustry,SandP,Dow,Country,Region,
Pentair Inc.,PNR,Industrials,Industrial Machinery,NO,NO,United States,United States,PNR
Pinnacle West Capital Corp.,PNW,Utilities,Conventional Electricity,YES,NO,United States,United States,PNW
Phoenix Cos. Inc.,PNX,Financials,Life Insurance,NO,NO,United States,United States,PNX
Piedmont Natural Gas Co.,PNY,Utilities,Gas Distribution,NO,NO,United States,United States,PNY
PolyOne Corp.,POL,Basic Materials,Commodity Chemicals,NO,NO,United States,United States,POL
Pepco Holdings Inc.,POM,Utilities,Conventional Electricity,YES,NO,United States,United States,POM
Portland General Electric Co.,POR,Utilities,Conventional Electricity,NO,NO,United States,United States,POR
Potash Corp. of Saskatchewan Inc.,POT,Basic Materials,Specialty Chemicals,NO,NO,Canada,Canada,POT
Pilgrim's Pride Corp.,PPC,Consumer Goods,Food and Beverage,NO,NO,United States,United States,PPC
PPG Industries Inc.,PPG,Basic Materials,Specialty Chemicals,YES,NO,United States,United States,PPG
PPL Corp.,PPL,Utilities,Conventional Electricity,YES,NO,United States,United States,PPL
Polypore International Inc.,PPO,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,PPO
Primero Mining Corp.,PPP,Basic Materials,undefined,NO,NO,Canada,Canada,1328
Post Properties Inc.,PPS,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States,PPS
PetroQuest Energy Inc.,PQ,Oil and Gas,Exploration and Production,NO,NO,United States,United States,PQ
ProAssurance Corp.,PRA,Financials,Property and Casualty Insurance,NO,NO,United States,United States,PRA
PartnerRe Ltd.,PRE,Financials,Reinsurance,NO,NO,United States,United States,PRE
Paragon Shipping Inc. Cl A,PRGN,Industrials,undefined,NO,NO,United States,United States,1333
Primerica Inc.,PRI,Financials,undefined,NO,NO,United States,United States,1334
Promotora de Informaciones S.A. Cl A,PRIS,Consumer Services,undefined,NO,NO,Spain,Europe,1335
Promotora de Informaciones S.A. Cl B,PRIS-B,Consumer Services,undefined,NO,NO,Spain,Europe,1336
Pros Holdings Inc.,PRO,Technology,Software,NO,NO,United States,United States,PRO
Prudential Financial Inc.,PRU,Financials,Life Insurance,YES,NO,United States,United States,PRU
Par Pharmaceutical Cos. Inc.,PRX,Health Care,Pharmaceuticals,NO,NO,United States,United States,PRX
Public Storage,PSA,Financials,Specialty Real Estate Investment Trusts,YES,NO,United States,United States,PSA
PS Business Parks Inc.,PSB,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States,PSB
Pearson PLC,PSO,Consumer Services,Publishing,NO,NO,United Kingdom,Europe,PSO
Collective Brands Inc.,PSS,Consumer Services,Apparel Retailers,NO,NO,United States,United States,PSS
Portugal Telecom SGPS S-A,PT,Telecommunications,Fixed Line Telecommunications,NO,NO,Portugal,Europe,PT
Primus Telecommunications Group Inc.,PTGI,Telecommunications,undefined,NO,NO,United States,United States,1345
Patni Computer Systems Ltd.,PTI,Technology,Computer Services,NO,NO,India,Asia-Pacific,PTI
Platinum Underwriters Holdings Ltd.,PTP,Financials,Reinsurance,NO,NO,United States,United States,PTP
PetroChina Co. Ltd.,PTR,Oil and Gas,Integrated Oil and Gas,NO,NO,China,Asia-Pacific,PTR
Prudential PLC,PUK,Financials,Life Insurance,NO,NO,United Kingdom,Europe,PUK
Pulse Electronics Corp.,PULS,Industrials,undefined,NO,NO,United States,United States,1350
Penn Virginia Corp.,PVA,Oil and Gas,Exploration and Production,NO,NO,United States,United States,PVA
A.F.P. Provida S.A.,PVD,Financials,Asset Managers,NO,NO,Chile,Latin America,PVD
Phillips-Van Heusen Corp.,PVH,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States,PVH
Provident Energy Trust,PVX,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada,PVX
Penn West Energy Trust,PWE,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada,PWE
Quanta Services Inc.,PWR,Industrials,Heavy Construction,YES,NO,United States,United States,PWR
Praxair Inc.,PX,Basic Materials,Commodity Chemicals,YES,NO,United States,United States,PX
Pioneer Natural Resources Co.,PXD,Oil and Gas,Exploration and Production,YES,NO,United States,United States,PXD
Plains Exploration & Production Co.,PXP,Oil and Gas,Exploration and Production,NO,NO,United States,United States,PXP
Petrobras Energia S.A.,PZE,Oil and Gas,Integrated Oil and Gas,NO,NO,Argentina,Latin America,PZE
Pzena Investment Management Inc.,PZN,Financials,Asset Managers,NO,NO,United States,United States,PZN
QEP Resources Inc.,QEP,Oil and Gas,undefined,NO,NO,United States,United States,1362
Qihoo 360 Technology Co. Ltd.,QIHU,Technology,undefined,NO,NO,China,Asia-Pacific,1363
Quantum Corp.,QTM,Technology,Computer Hardware,NO,NO,United States,United States,QTM
Quad-Graphics Inc.,QUAD,Industrials,undefined,NO,NO,United States,United States,1365
Qiao Xing Mobile Communication Co. Ltd.,QXM,Technology,Telecommunications Equipment,NO,NO,China,Asia-Pacific,QXM
Ryder System Inc.,R,Industrials,Transportation Services,YES,NO,United States,United States,R
RailAmerica Inc.,RA,Industrials,Railroads,NO,NO,United States,United States,RA
Rite Aid Corp.,RAD,Consumer Services,Drug Retailers,NO,NO,United States,United States,RAD
Ralcorp Holdings Inc.,RAH,Consumer Goods,Food Products,NO,NO,United States,United States,RAH
Reynolds American Inc.,RAI,Consumer Goods,Tobacco,YES,NO,United States,United States,RAI
RAIT Financial Trust,RAS,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,RAS
Bankrate Inc.,RATE,Consumer Services,undefined,NO,NO,United States,United States,1373
Rackspace Hosting Inc.,RAX,Technology,Internet,NO,NO,United States,United States,RAX
Ritchie Bros. Auctioneers Inc.,RBA,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,RBA
Regal-Beloit Corp.,RBC,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,RBC
Robbins & Myers Inc.,RBN,Industrials,Industrial Machinery,NO,NO,United States,United States,RBN
Royal Bank of Scotland Group PLC,RBS,Financials,Banks,NO,NO,United Kingdom,Europe,RBS
Grupo Radio Centro S.A.B.  de C.V.,RC,Consumer Services,Broadcasting and Entertainment,NO,NO,Mexico,Latin America,RC
Rogers Communications Inc. Cl B,RCI,Telecommunications,Mobile Telecommunications,NO,NO,Canada,Canada,RCI
Royal Caribbean Cruises Ltd.,RCL,Consumer Services,Recreational Services,NO,NO,United States,United States,RCL
Rowan Cos. Inc.,RDC,Oil and Gas,Oil Equipment and Services,YES,NO,United States,United States,RDC
Ruddick Corp.,RDK,Consumer Services,Food Retailers and Wholesalers,NO,NO,United States,United States,RDK
Radian Group Inc.,RDN,Financials,Mortgage Finance,NO,NO,United States,United States,RDN
Royal Dutch Shell PLC Cl A,RDS-A,Oil and Gas,Integrated Oil and Gas,NO,NO,United Kingdom,Europe,RDS-A
Royal Dutch Shell PLC B,RDS-B,Oil and Gas,Integrated Oil and Gas,NO,NO,United Kingdom,Europe,RDS-B
Dr. Reddy's Laboratories Ltd.,RDY,Health Care,Pharmaceuticals,NO,NO,India,Asia-Pacific,RDY
Everest Re Group Ltd.,RE,Financials,Reinsurance,NO,NO,United States,United States,RE
Regency Centers Corp.,REG,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,REG
Resolute Energy Corp.,REN,Oil and Gas,Exploration and Production,NO,NO,United States,United States,REN
Renren Inc. Cl A,RENN,Consumer Services,undefined,NO,NO,China,Asia-Pacific,1391
RPC Inc.,RES,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,RES
Revlon Inc. Cl A,REV,Consumer Goods,Personal Products,NO,NO,United States,United States,REV
Rex American Resources Corp.,REX,Oil and Gas,undefined,NO,NO,United States,United States,1394
Regions Financial Corp.,RF,Financials,Banks,YES,NO,United States,United States,RF
Reinsurance Group of America Inc.,RGA,Financials,Reinsurance,NO,NO,United States,United States,RGA
Regal Entertainment Group Cl A,RGC,Consumer Services,Recreational Services,NO,NO,United States,United States,RGC
Sturm Ruger & Co.,RGR,Industrials,Defense,NO,NO,United States,United States,RGR
Regis Corp.,RGS,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,RGS
Robert Half International Inc.,RHI,Industrials,Business Training and Employment Agencies,YES,NO,United States,United States,RHI
Red Hat Inc.,RHT,Technology,Software,YES,NO,United States,United States,RHT
Transocean Ltd.,RIG,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,RIG
Rio Tinto PLC,RIO,Basic Materials,undefined,NO,NO,United Kingdom,United Kingdom,1403
Raymond James Financial Inc.,RJF,Financials,Investment Services,NO,NO,United States,United States,RJF
Rock-Tenn Co. Cl A,RKT,Industrials,Containers and Packaging,NO,NO,United States,United States,RKT
Polo Ralph Lauren Corp.,RL,Consumer Services,Apparel Retailers,YES,NO,United States,United States,RL
RealD Inc.,RLD,Consumer Goods,undefined,NO,NO,United States,United States,1407
Red Lion Hotels Corp.,RLH,Consumer Services,Hotels,NO,NO,United States,United States,RLH
RLI Corp.,RLI,Financials,Property and Casualty Insurance,NO,NO,United States,United States,RLI
RLJ Lodging Trust,RLJ,Financials,undefined,NO,NO,United States,United States,1410
ResMed Inc.,RMD,Health Care,Medical Equipment,NO,NO,United States,United States,RMD
RenaissanceRe Holdings Ltd.,RNR,Financials,Reinsurance,NO,NO,United States,United States,RNR
Rockwood Holdings Inc.,ROC,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,ROC
Rogers Corp.,ROG,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,ROG
Rockwell Automation Corp.,ROK,Industrials,Industrial Machinery,YES,NO,United States,United States,ROK
Rollins Inc.,ROL,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,ROL
Roper Industries Inc.,ROP,Industrials,Electronic Equipment,NO,NO,United States,United States,ROP
RPM International Inc.,RPM,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,RPM
Ramco-Gershenson Properties Trust,RPT,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,RPT
Range Resources Corp.,RRC,Oil and Gas,Exploration and Production,YES,NO,United States,United States,RRC
RSC Holdings Inc.,RRR,Industrials,Industrial Suppliers,NO,NO,United States,United States,RRR
Roadrunner Transportation Systems Inc.,RRTS,Industrials,undefined,NO,NO,United States,United States,1422
Reliance Steel & Aluminum Co.,RS,Basic Materials,Iron and Steel,NO,NO,United States,United States,RS
Republic Services Inc.,RSG,Industrials,Waste and Disposal Services,YES,NO,United States,United States,RSG
RadioShack Corp.,RSH,Consumer Services,Specialty Retailers,YES,NO,United States,United States,RSH
Resource Capital Corp.,RSO,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,RSO
Rosetta Stone Inc.,RST,Technology,Software,NO,NO,United States,United States,RST
Ruby Tuesday Inc.,RT,Consumer Services,Restaurants and Bars,NO,NO,United States,United States,RT
RTI International Metals Inc.,RTI,Basic Materials,Nonferrous Metals,NO,NO,United States,United States,RTI
Raytheon Co.,RTN,Industrials,Defense,YES,NO,United States,United States,RTN
Reed Elsevier PLC,RUK,Consumer Services,Publishing,NO,NO,United Kingdom,Europe,RUK
Redwood Trust Inc.,RWT,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,RWT
Royal Bank of Canada,RY,Financials,Banks,NO,NO,Canada,Canada,RY
Ryland Group Inc.,RYL,Consumer Goods,Home Construction,NO,NO,United States,United States,RYL
Rayonier Inc. REIT,RYN,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States,RYN
Sprint Nextel Corp.,S,Telecommunications,Mobile Telecommunications,YES,NO,United States,United States,S
Grupo Casa Saba S.A.B. de C.V.,SAB,Consumer Services,Drug Retailers,NO,NO,Mexico,Latin America,SAB
Sonic Automotive Inc. Cl A,SAH,Consumer Services,Specialty Retailers,NO,NO,United States,United States,SAH
SAIC Inc.,SAI,Technology,Computer Services,NO,NO,United States,United States,SAI
Boston Beer Co. Cl A,SAM,Consumer Goods,Brewers,NO,NO,United States,United States,SAM
Banco Santander-Chile,SAN,Financials,Banks,NO,NO,Chile,Latin America,SAN
SAP AG,SAP,Technology,Software,NO,NO,Germany,Europe,SAP
Safe Bulkers Inc.,SB,Industrials,Marine Transportation,NO,NO,Greece,Europe,SB
Sally Beauty Holdings Inc.,SBH,Consumer Services,Specialty Retailers,NO,NO,United States,United States,SBH
Companhia de Saneamento Basico do Estado de S,SBS,Utilities,Water,NO,NO,Brazil,Latin America,SBS
SeaBright Insurance Holdings Inc.,SBX,Financials,Property and Casualty Insurance,NO,NO,United States,United States,SBX
Southern Copper Corporation,SCCO,Basic Materials,Coppeer,NO,NO,United States,United States,SCCO
Scana Corp.,SCG,Utilities,Multiutilities,YES,NO,United States,United States,SCG
The Charles Schwab Corporation,SCHW,Financials,Investment Services,NO,NO,United States,United States,SCHW
Service Corp. International,SCI,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,SCI
Stepan Co.,SCL,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,SCL
Simcere Pharmaceutical Group,SCR,Health Care,Pharmaceuticals,NO,NO,China,Asia-Pacific,SCR
Steelcase Inc. Cl A,SCS,Consumer Goods,Furnishings,NO,NO,United States,United States,SCS
L.S. Starrett Co. Cl A,SCX,Consumer Goods,Durable Household Products,NO,NO,United States,United States,SCX
SandRidge Energy Inc.,SD,Oil and Gas,Exploration and Production,NO,NO,United States,United States,SD
SeaDrill Ltd.,SDRL,Oil and Gas,undefined,NO,NO,Norway,Europe,1456
Spectra Energy Corp.,SE,Utilities,Gas Distribution,YES,NO,United States,United States,SE
Sealed Air Corp.,SEE,Industrials,Containers and Packaging,YES,NO,United States,United States,SEE
Spartech Corp.,SEH,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,SEH
Select Medical Holdings Corp.,SEM,Health Care,Health Care Providers,NO,NO,United States,United States,SEM
Semgroup Corp. Cl A,SEMG,Oil and Gas,undefined,NO,NO,United States,United States,1461
Stifel Financial Corp.,SF,Financials,Investment Services,NO,NO,United States,United States,SF
Smithfield Foods Inc.,SFD,Consumer Goods,Food Products,NO,NO,United States,United States,SFD
Safeguard Scientifics Inc.,SFE,Financials,Specialty Finance,NO,NO,United States,United States,SFE
StanCorp Financial Group Inc.,SFG,Financials,Life Insurance,NO,NO,United States,United States,SFG
iStar Financial Inc.,SFI,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,SFI
Ship Finance International Ltd.,SFL,Industrials,Marine Transportation,NO,NO,United States,United States,SFL
SuccessFactors Inc.,SFSF,Technology,undefined,NO,NO,United States,United States,1468
SouFun Holdings Ltd.,SFUN,Consumer Services,undefined,NO,NO,China,Asia-Pacific,1469
Swift Energy Co.,SFY,Oil and Gas,Exploration and Production,NO,NO,United States,United States,SFY
Schawk Inc.,SGK,Consumer Services,Media Agencies,NO,NO,United States,United States,SGK
Stone Energy Corp.,SGY,Oil and Gas,Exploration and Production,NO,NO,United States,United States,SGY
Shaw Group Inc.,SHAW,Industrials,Heavy Construction,NO,NO,United States,United States,SHAW
Shinhan Financial Group Co. Ltd.,SHG,Financials,Banks,NO,NO,South Korea,Asia-Pacific,SHG
SINOPEC Shanghai Petrochemical Co. Ltd.,SHI,Basic Materials,Commodity Chemicals,NO,NO,China,Asia-Pacific,SHI
Sunstone Hotel Investors Inc.,SHO,Financials,Hotel and Lodging Real Estate Investment Trusts,NO,NO,United States,United States,SHO
ShangPharma Corp.,SHP,Health Care,undefined,NO,NO,China,Asia-Pacific,1477
Sauer-Danfoss Inc.,SHS,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,SHS
Sherwin-Williams Co.,SHW,Industrials,Building Materials and Fixtures,YES,NO,United States,United States,SHW
Siemens AG,SI,Industrials,Diversified Industrials,NO,NO,Germany,Europe,SI
Companhia Siderurgica Nacional,SID,Basic Materials,Iron and Steel,NO,NO,Brazil,Latin America,SID
Signet Jewelers Ltd.,SIG,Consumer Services,Apparel Retailers,NO,NO,United States,United States,SIG
Six Flags Entertainment Corp.,SIX,Consumer Services,undefined,NO,NO,United States,United States,1483
South Jersey Industries Inc.,SJI,Utilities,Gas Distribution,NO,NO,United States,United States,SJI
J.M. Smucker Co.,SJM,Consumer Goods,Food Products,NO,NO,United States,United States,SJM
Shaw Communications Inc. Cl B NV,SJR,Consumer Services,Broadcasting and Entertainment,NO,NO,Canada,Canada,SJR
SJW Corp.,SJW,Utilities,Water,NO,NO,United States,United States,SJW
Skilled Healthcare Group Inc. Cl A,SKH,Health Care,Health Care Providers,NO,NO,United States,United States,SKH
SK Telecom Co. Ltd.,SKM,Telecommunications,Mobile Telecommunications,NO,NO,South Korea,Asia-Pacific,SKM
Saks Inc.,SKS,Consumer Services,Apparel Retailers,NO,NO,United States,United States,SKS
Tanger Factory Outlet Centers Inc.,SKT,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,SKT
Skechers USA Inc. Cl A,SKX,Consumer Goods,Footwear,NO,NO,United States,United States,SKX
Skyline Corp.,SKY,Consumer Goods,Home Construction,NO,NO,United States,United States,SKY
Schlumberger Ltd.,SLB,Oil and Gas,Oil Equipment and Services,YES,NO,United States,United States,SLB
Sara Lee Corp.,SLE,Consumer Goods,Food Products,YES,NO,United States,United States,SLE
Sun Life Financial Inc.,SLF,Financials,Life Insurance,NO,NO,Canada,Canada,SLF
SL Green Realty Corp.,SLG,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States,SLG
Solera Holdings Inc.,SLH,Technology,Software,NO,NO,United States,United States,SLH
Sterlite Industries (India) Ltd.,SLT,Basic Materials,Nonferrous Metals,NO,NO,India,Asia-Pacific,SLT
Silver Wheaton Corp.,SLW,Basic Materials,Platinum and Precious Metals,NO,NO,Canada,Canada,SLW
St. Mary Land & Exploration Co.,SM,Oil and Gas,Exploration and Production,NO,NO,United States,United States,SM
Symmetry Medical Inc.,SMA,Health Care,Medical Equipment,NO,NO,United States,United States,SMA
Sumitomo Mitsui Financial Group Inc.,SMFG,Financials,undefined,NO,NO,Japan,Asia-Pacific,1503
Scotts Miracle-Gro Co.,SMG,Consumer Goods,Nondurable Household Products,NO,NO,United States,United States,SMG
Semiconductor Manufacturing International Cor,SMI,Technology,Semiconductors,NO,NO,China,Asia-Pacific,SMI
Standard Motor Products Inc.,SMP,Consumer Goods,Auto Parts,NO,NO,United States,United States,SMP
Sims Metal Management Ltd.,SMS,Industrials,Waste and Disposal Services,NO,NO,Australia,Asia-Pacific,SMS
Sanchez Energy Corp.,SN,Oil and Gas,undefined,NO,NO,United States,United States,1508
Snap-On Inc.,SNA,Consumer Goods,Durable Household Products,YES,NO,United States,United States,SNA
Sony Corp.,SNE,Consumer Goods,Consumer Electronics,NO,NO,Japan,Asia-Pacific,SNE
Senior Housing Properties Trust,SNH,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States,SNH
Scripps Networks Interactive Inc. Cl A,SNI,Consumer Services,Broadcasting and Entertainment,YES,NO,United States,United States,SNI
Smith & Nephew PLC,SNN,Health Care,Medical Equipment,NO,NO,United Kingdom,Europe,SNN
China Petroleum & Chemical Corp.,SNP,Oil and Gas,Integrated Oil and Gas,NO,NO,China,Asia-Pacific,SNP
Synovus Financial Corp.,SNV,Financials,Banks,NO,NO,United States,United States,SNV
SYNNEX Corp.,SNX,Technology,Computer Hardware,NO,NO,United States,United States,SNX
Sanofi-Aventis,SNY,Health Care,Pharmaceuticals,NO,NO,France,Europe,SNY
Southern Co.,SO,Utilities,Conventional Electricity,YES,NO,United States,United States,SO
Solutia Inc.,SOA,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,SOA
ReneSola Ltd.,SOL,Oil and Gas,Renewable Energy Equipment,NO,NO,China,Asia-Pacific,SOL
Sonoco Products Co.,SON,Industrials,Containers and Packaging,NO,NO,United States,United States,SON
Sparton Corp.,SPA,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,SPA
Spectrum Brands Holdings Inc.,SPB,Consumer Goods,undefined,NO,NO,United States,United States,1523
Standard Pacific Corp.,SPF,Consumer Goods,Home Construction,NO,NO,United States,United States,SPF
Simon Property Group Inc.,SPG,Financials,Retail Real Estate Investment Trusts,YES,NO,United States,United States,SPG
Superior Energy Services Inc.,SPN,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,SPN
Sappi Ltd.,SPP,Basic Materials,Paper,NO,NO,South Africa,MidEast-Africa,SPP
Spirit AeroSystems Hldgs Inc. Cl A,SPR,Industrials,Aerospace,NO,NO,United States,United States,SPR
SPX Corp.,SPW,Industrials,Industrial Machinery,NO,NO,United States,United States,SPW
Sociedad Quimica y Minera De Chile S.A.,SQM,Basic Materials,Specialty Chemicals,NO,NO,Chile,Latin America,SQM
Sequans Communications S.A.,SQNS,Technology,undefined,NO,NO,France,Europe,1531
Standard Register Co.,SR,Industrials,Business Support Services,NO,NO,United States,United States,SR
Sempra Energy,SRE,Utilities,Multiutilities,YES,NO,United States,United States,SRE
Stoneridge Inc.,SRI,Consumer Goods,Auto Parts,NO,NO,United States,United States,SRI
Startek Inc.,SRT,Industrials,Business Support Services,NO,NO,United States,United States,SRT
Sunrise Senior Living Inc.,SRZ,Health Care,Health Care Providers,NO,NO,United States,United States,SRZ
Simpson Manufacturing Co.,SSD,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,SSD
Stage Stores Inc.,SSI,Consumer Services,Apparel Retailers,NO,NO,United States,United States,SSI
Sasol Ltd.,SSL,Oil and Gas,Integrated Oil and Gas,NO,NO,South Africa,MidEast-Africa,SSL
E.W. Scripps Co. Cl A,SSP,Consumer Services,Publishing,NO,NO,United States,United States,SSP
Sovran Self Storage Inc.,SSS,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States,SSS
Seaspan Corp.,SSW,Industrials,Marine Transportation,NO,NO,Canada,Canada,SSW
STAG Industrial Inc.,STAG,Financials,undefined,NO,NO,United States,United States,1543
Stewart Information Services Corp.,STC,Financials,Mortgage Finance,NO,NO,United States,United States,STC
Banco Santander S.A.,STD,Financials,Banks,NO,NO,Spain,Europe,STD
Steris Corp.,STE,Health Care,Medical Equipment,NO,NO,United States,United States,STE
SunTrust Banks Inc.,STI,Financials,Banks,YES,NO,United States,United States,STI
St. Jude Medical Inc.,STJ,Health Care,Medical Equipment,YES,NO,United States,United States,STJ
Sterling Bancorp,STL,Financials,Banks,NO,NO,United States,United States,STL
STMicroelectronics N.V.,STM,Technology,Semiconductors,NO,NO,Italy,Europe,STM
Stantec Inc.,STN,Industrials,Business Support Services,NO,NO,Canada,Canada,STN
Scorpio Tankers Inc.,STNG,Industrials,undefined,NO,NO,United States,United States,1552
Statoil ASA,STO,Oil and Gas,Integrated Oil and Gas,NO,NO,Norway,Europe,STO
Suntech Power Holdings Co. Ltd.,STP,Oil and Gas,Renewable Energy Equipment,NO,NO,China,Asia-Pacific,STP
Questar Corp.,STR,Utilities,Gas Distribution,YES,NO,United States,United States,STR
STR Holdings Inc.,STRI,Oil and Gas,Renewable Energy Equipment,NO,NO,United States,United States,STRI
State Street Corp.,STT,Financials,Asset Managers,YES,NO,United States,United States,STT
China Digital TV Holding Co. Ltd.,STV,Industrials,Electronic Equipment,NO,NO,United States,United States,STV
Starwood Property Trust Inc.,STWD,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,STWD
Constellation Brands Inc. Cl A,STZ,Consumer Goods,Distillers and Vintners,YES,NO,United States,United States,STZ
Constellation Brands Inc. Cl B,STZ-B,Consumer Goods,Distillers and Vintners,NO,NO,United States,United States,STZ-B
Suncor Energy Inc.,SU,Oil and Gas,Integrated Oil and Gas,NO,NO,Canada,Canada,SU
Southern Union Co.,SUG,Oil and Gas,Exploration and Production,NO,NO,United States,United States,SUG
Sun Communities Inc.,SUI,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States,SUI
Sunoco Inc.,SUN,Oil and Gas,Exploration and Production,YES,NO,United States,United States,SUN
Superior Industries International Inc.,SUP,Consumer Goods,Auto Parts,NO,NO,United States,United States,SUP
Silvercorp Metals Inc.,SVM,Basic Materials,Platinum and Precious Metals,NO,NO,Canada,Canada,SVM
7 Days Group Holdings Ltd.,SVN,Consumer Services,Hotels,NO,NO,China,Asia-Pacific,SVN
Supervalu Inc.,SVU,Consumer Services,Food Retailers and Wholesalers,YES,NO,United States,United States,SVU
Stillwater Mining Co.,SWC,Basic Materials,Platinum and Precious Metals,NO,NO,United States,United States,SWC
Swift Transportation Co. Cl A,SWFT,Industrials,undefined,NO,NO,United States,United States,1571
SolarWinds Inc.,SWI,Technology,Software,NO,NO,United States,United States,SWI
Stanley Black & Decker Inc,SWK,Consumer Goods,Durable Household Products,YES,NO,United States,United States,SWK
Schweitzer-Mauduit International Inc.,SWM,Consumer Goods,Tobacco,NO,NO,United States,United States,SWM
Southwestern Energy Co.,SWN,Oil and Gas,Exploration and Production,YES,NO,United States,United States,SWN
SWS Group Inc.,SWS,Financials,Investment Services,NO,NO,United States,United States,SWS
Southwest Gas Corp.,SWX,Utilities,Gas Distribution,NO,NO,United States,United States,SWX
Safeway Inc.,SWY,Consumer Services,Food Retailers and Wholesalers,YES,NO,United States,United States,SWY
SunCoke Energy Inc.,SXC,Basic Materials,undefined,NO,NO,United States,United States,1579
Standex International Corp.,SXI,Industrials,Industrial Machinery,NO,NO,United States,United States,SXI
Sensient Technologies Corp.,SXT,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,SXT
Symetra Financial Corp.,SYA,Financials,Insurance,NO,NO,United States,United States,SYA
Stryker Corp.,SYK,Health Care,Medical Equipment,YES,NO,United States,United States,SYK
Syswin Inc.,SYSW,Financials,undefined,NO,NO,China,Asia-Pacific,1584
Syngenta AG,SYT,Basic Materials,Specialty Chemicals,NO,NO,Switzerland,Europe,SYT
Systemax Inc.,SYX,Technology,Computer Hardware,NO,NO,United States,United States,SYX
Sysco Corp.,SYY,Consumer Services,Food Retailers and Wholesalers,YES,NO,United States,United States,SYY
AT&T Inc.,T,Telecommunications,Fixed Line Telecommunications,YES,YES,United States,United States,T
Transalta Corp.,TAC,Utilities,Conventional Electricity,NO,NO,Canada,Canada,TAC
TAL International Group Inc.,TAL,Industrials,Transportation Services,NO,NO,United States,United States,TAL
Taomee Holdings Ltd.,TAOM,Consumer Goods,undefined,NO,NO,China,Asia-Pacific,1591
Molson Coors Brewing Co. Cl B,TAP,Consumer Goods,Brewers,YES,NO,United States,United States,TAP
Molson Coors Brewing Co. Cl A,TAP-A,Consumer Goods,undefined,NO,NO,United States,United States,1593
TrueBlue Inc.,TBI,Industrials,Business Training and Employment Agencies,NO,NO,United States,United States,TBI
Thompson Creek Metals Co. Inc.,TC,Basic Materials,General Mining,NO,NO,United States,United States,TC
TCF Financial Corp.,TCB,Financials,Banks,NO,NO,United States,United States,TCB
Transcontinental Realty Investors,TCI,Financials,Real Estate Holding and Development,NO,NO,United States,United States,TCI
Teck Resources Ltd.,TCK,Basic Materials,Nonferrous Metals,NO,NO,Canada,Canada,TCK
Tata Communications Ltd.,TCL,Telecommunications,Fixed Line Telecommunications,NO,NO,India,Asia-Pacific,TCL
Taubman Centers Inc.,TCO,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,TCO
Toronto-Dominion Bank,TD,Financials,Banks,NO,NO,Canada,Canada,TD
Teradata Corp.,TDC,Technology,Computer Services,YES,NO,United States,United States,TDC
TransDigm Group Inc.,TDG,Industrials,Aerospace,NO,NO,United States,United States,TDG
Telephone & Data Systems Inc.,TDS,Telecommunications,Mobile Telecommunications,NO,NO,United States,United States,TDS
Telephone & Data Systems Inc. Cl S,TDS-S,Telecommunications,Mobile Telecommunications,NO,NO,United States,United States,TDS-S
Tidewater Inc.,TDW,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,TDW
Teledyne Technologies Inc.,TDY,Industrials,Aerospace,NO,NO,United States,United States,TDY
